DATE,POWER_GAS,ELEC_IND_SUM,OIL_PRICE,QVA,TCL_LT,TEMP_EF,ELEC_SERVICE
2012-05-01,16042229,20641650,186.35,102019.633333333,1.41311,3.27978,9420666
2012-06-01,17105827,20717168,171.1,102227.566666667,1.87583411764706,3.225752,9471078
2012-07-01,19229389,21082727,171.44,102435.5,2.18930294117647,3.19039,10135882
2012-08-01,19667100,20604771,182.28,102418.233333333,2.23854117647059,3.186376,11452468
2012-09-01,17106625,20451630,188.12,102400.966666667,1.60105588235294,3.253824,10350403
2012-10-01,17326196,19847448,183.09,102383.7,0.94539,3.358834,8772294
2012-11-01,18488405,20884856,176.76,102870.833333333,0.195066470588235,3.561008,10186466
2012-12-01,20085859,21514116,174.34,103357.966666667,-0.687575294117647,3.746422,12474903
2013-01-01,20134978,22056790,174.1,103845.1,-0.759783529411765,3.74455,14243845
2013-02-01,17827259,19905033,183.64,104165.366666667,-0.672147647058824,3.697686,13237272
2013-03-01,18467341,21412141,176.45,104485.633333333,0.265891764705882,3.564556,11221782
2013-04-01,16845723,21121790,169.75,104805.9,0.567989411764706,3.468776,10772305
2013-05-01,17142489,21270691,166.99,105060.666666667,1.29525294117647,3.304742,9707702
2013-06-01,18508549,21190123,169.56,105315.433333333,1.84073,3.22342,9601421
2013-07-01,19956489,21741988,174.47,105570.2,2.34298352941176,3.183612,10373255
2013-08-01,19776610,21077547,174.29,105804.1,2.33896941176471,3.177278,11539402
2013-09-01,16957400,21141115,173.6,106038,1.67438176470588,3.241034,10384218
2013-10-01,16555084,21536677,167.88,106271.9,1.07106235294118,3.34725,9099773
2013-11-01,16912636,21820986,168.31,106883.866666667,0.214966470588235,3.544454,9933619
2013-12-01,19500698,22566194,172.01,107495.833333333,-0.262980588235294,3.673776,11940280
2014-01-01,19024712,22723199,169.17,108107.8,-0.460679411764706,3.692758,13212367
2014-02-01,16817973,20941070,170.14,108541.7,-0.232042941176471,3.6443,12573503
2014-03-01,17732592,22750253,169.62,108975.6,0.308692941176471,3.519908,11035392
2014-04-01,15297074,22166306,165.79,109409.5,0.818284117647059,3.388806,10209944
2014-05-01,16249437,21746721,164.01,109014.333333333,1.35313176470588,3.297736,9249073
2014-06-01,17676267,21728041,136.09,108619.166666667,2.01289117647059,3.23454,9554942
2014-07-01,19870813,22771499,162.33,108224,2.31868,3.203962,10348376
2014-08-01,19126390,21569466,155.94,108186.766666667,2.27115529411765,3.21524,10984554
2014-09-01,16152217,21235008,151.74,108149.533333333,1.86236588235294,3.24419,10044700
2014-10-01,16440325,22183435,142.28,108112.3,1.11085882352941,3.352204,9276718
2014-11-01,17254163,21879051,134.87,108506.133333333,0.496045882352941,3.488906,10014815
2014-12-01,19530009,22923566,114.31,108899.966666667,-0.51036,3.72415,12125132
2015-01-01,19981160,23011674,94.13,109293.8,-0.427835882352941,3.695522,13380101
2015-02-01,17655058,21206921,100.36,109506.6,-0.488730588235294,3.660348,12733126
2015-03-01,19147935,23039072,105.83,109719.4,0.0978447058823529,3.546856,11175488
2015-04-01,17006886,22447712,103.84,109932.2,0.978118823529412,3.404978,10339561
2015-05-01,17006381,22022800,111.89,110228,1.44688470588235,3.294886,9366492
2015-06-01,16999332,22003883,113.11,110523.8,1.92098588235294,3.2401,9676244
2015-07-01,18729746,23060588,106.01,110819.6,2.25324470588235,3.213954,10479751
2015-08-01,19557872,21843295,98.07,110909.066666667,2.36198705882353,3.20388,11124005
2015-09-01,16636681,21504591,95.3,110998.533333333,1.89200588235294,3.25037,10172219
2015-10-01,15884413,22465058,94.17,111088,0.865586470588235,3.352794,9394488
2015-11-01,17490555,22156810,91.71,111139.4,0.355080588235294,3.476116,10141955
2015-12-01,20282155,23214585,85.5,111190.8,-0.189530588235294,3.630732,12279063
2016-01-01,20168366,23024568,75.08,111242.2,-0.91799,3.728344,13328333
2016-02-01,17809933,21969099,72.07,112007.933333333,-0.277428823529412,3.668942,13555546
2016-03-01,18384430,23003523,77.2,112773.666666667,0.042394705882353,3.534238,11638871
2016-04-01,16034482,22121540,79.31,113539.4,1.14988823529412,3.38207,10763340
2016-05-01,17317173,21821480,85.79,113150.266666667,1.54469058823529,3.290354,9688686
2016-06-01,17889400,22091976,90.35,112761.133333333,2.01414294117647,3.235456,10126348
2016-07-01,19899986,23130802,87.54,112372,2.48389411764706,3.207702,11566430
2016-08-01,20308239,22918536,82.75,112961.533333333,2.28415647058824,3.206662,12614774
2016-09-01,16898144,22854002,84.17,113551.066666667,1.97934647058823,3.240232,11192273
2016-10-01,17361383,21322497,90.68,114140.6,1.06888235294118,3.340652,9760227
2016-11-01,18519917,22861065,91.62,114883.9,0.230951176470588,3.524348,10567438
2016-12-01,22032025,23718580,99.17,115627.2,-0.201102352941176,3.639644,13177597
2017-01-01,21744269,23520576,106.13,116370.5,-0.601398235294118,3.704022,13615459
2017-02-01,19398883,22442369,103.73,116356.166666667,-0.334280588235294,3.674982,13847567
2017-03-01,19588674,23499078,99.84,116341.833333333,0.159914117647059,3.549374,11889602
2017-04-01,17170248,22598094,100.66,116327.5,0.937864705882353,3.384596,10995210
2017-05-01,17827229,22291570,96.17,117192.7,1.59335117647059,3.289078,9897405
2017-06-01,17360956,22567894,91.36,118057.9,1.98309941176471,3.244838,10344495
2017-07-01,21907535,23629098,93.03,118923.1,2.69426,3.201964,11815600
2017-08-01,22461810,23412260,96.72,118098.5,2.32215941176471,3.210198,12886528
2017-09-01,20216018,23346335,102.15,117273.9,1.72589529411765,3.253196,11433383
2017-10-01,18814964,21781838,104.61,116449.3,0.98342,3.342402,9970487
2017-11-01,18633475,23353551,109.78,117025.6,0.147497058823529,3.544238,10795088
2017-12-01,22207479,24229539,111.3,117601.9,-0.594339411764706,3.708884,13461476
2018-01-01,23884063,24467959,113.2,118178.2,-1.06608411764706,3.749074,15245188
2018-02-01,21162663,22702692,111.85,118831.633333333,-0.814791764705882,3.706708,15366249
2018-03-01,20065042,23055126,110.61,119485.066666667,0.198338823529412,3.51022,12468301
2018-04-01,16666255,23247087,114.73,120138.5,0.738973529411765,3.39968,11462486
2018-05-01,16966968,23083088,122.9,117542,1.44894352941176,3.305886,10641683
2018-06-01,17165670,22810126,123,114945.5,2.14292470588235,3.241926,11173512
2018-07-01,22123161,23804273,127.34,112349,2.62140705882353,3.21163,12313721
2018-08-01,23501581,24236227,127.81,115854.133333333,2.77808823529412,3.21419,14439190
2018-09-01,19566264,23092729,133.3,119359.266666667,1.81597529411765,3.260132,12244960
2018-10-01,17356289,22854680,136.55,122864.4,0.960210588235294,3.395154,10328707
2018-11-01,18008393,23386611,121.36,121829.866666667,0.377932941176471,3.504864,11203810
2018-12-01,21031937,24169732,108.48,120795.333333333,-0.582552352941177,3.680388,13095218
2019-01-01,21809102,24877653,103.66,119760.8,-0.489590588235294,3.693774,15031093
2019-02-01,18017636,21936853,108.21,120172.933333333,-0.250701764705882,3.645694,14063530
2019-03-01,16449458,23576978,115.77,120585.066666667,0.301757058823529,3.524874,12117247
2019-04-01,13887712,23107429,120.99,120997.2,0.755276470588235,3.417656,11742744
2019-05-01,14372617,22979355,123.45,121753.666666667,1.55619117647059,3.293644,10778169
2019-06-01,16827183,22463833,115.01,122510.133333333,2.10435764705882,3.252254,11059419
2019-07-01,21554466,23287263,116.15,123266.6,2.67989764705882,3.224306,12080987
2019-08-01,22083648,24034146,115.29,123814.433333333,2.71319588235294,3.214418,13780269
2019-09-01,20024268,22499191,115.88,124362.266666667,2.02532764705882,3.24658,12459808
2019-10-01,19128814,22472842,116.43,124910.1,1.26637058823529,3.338296,10932523
2019-11-01,18166831,22575326,117.19,124623.066666667,0.42388,3.503626,11150869
2019-12-01,18596693,23463788,120.12,124336.033333333,-0.323443529411765,3.638336,13113867
2020-01-01,17817915,23395263,119.47,124049,-0.205698235294118,3.638104,14279401
2020-02-01,15531694,22325643,110.13,120417.433333333,-0.423658235294118,3.615916,13711796
2020-03-01,12982284,23005899,86.64,116785.866666667,0.291699411764706,3.511508,12057683
2020-04-01,14102437,21755471,63.83,113154.3,0.793752352941177,3.442054,11084023
2020-05-01,13901687,20673973,63.69,116018.7,1.69354411764706,3.307908,10477399
2020-06-01,15782619,20973236,78.99,118883.1,2.33205470588235,3.241044,11238539
2020-07-01,18113457,22159799,83.16,121747.5,2.54526823529412,3.23994,11960078
2020-08-01,19959998,22347157,84.71,122745.133333333,3.07223823529412,3.202212,12968200
2020-09-01,18228194,22984975,81.26,123742.766666667,2.04071235294118,3.259476,12489373
2020-10-01,13625540,21339368,78.13,124740.4,1.09263,3.37017,10438455
2020-11-01,13868808,22426262,78.64,124740.4,0.389722352941176,3.494434,10989999
2020-12-01,15511381,23742196,88.53,124740.4,-0.71933,3.680386,12749047
